AQI Bucket,City,Date,AQI,Benzene,CO,N Ox,NH3,NO,NO2,O3,Pm10,Pm2.5,SO2,Toluene,Xylene
Very Poor,Delhi,31-01-2019,397,6.82,1.9,101.46,49.6,72.47,65.7,37.52,335.07,204.25,20.48,50.25,0.36
Very Poor,Delhi,01-02-2019,329,4.43,1.34,48.72,49.42,23.24,50.75,33.12,265.65,178.68,17.83,26.59,0.1
Very Poor,Delhi,02-02-2019,338,3.93,1.24,35.82,43.55,17.57,35.89,30.88,266.3,177.32,11.55,22.16,0.12
Very Poor,Delhi,03-02-2019,323,3.28,1.32,37.93,40.43,20.77,34.53,29.44,209.41,131.1,11.7,20.96,0.14
Very Poor,Delhi,04-02-2019,301,4.9,1.81,76.95,39.88,53.8,52.85,33.42,248.49,144.62,14.06,33.18,0.88
Very Poor,Delhi,05-02-2019,398,8.99,2.95,153.6,53.81,122.8,75.89,46.33,408.32,256.33,22.38,77.07,2.92
Very Poor,Delhi,06-02-2019,380,5.1,1.64,62.85,53.76,39.1,50.55,34.4,270.92,177.25,15.59,33.57,1.37
Poor,Delhi,07-02-2019,233,2.15,0.84,27.94,37.84,12.05,30.8,30.25,107.83,65.65,11.12,16.32,2.96
Moderate,Delhi,08-02-2019,136,2.78,0.94,49.45,29.11,31.23,39.24,30.59,156.6,72.29,12.66,24.72,4.03
Moderate,Delhi,09-02-2019,169,2.51,0.96,41.45,28.42,22.67,38.31,33.55,165.94,82.5,13.25,21.49,0.78
Poor,Delhi,10-02-2019,277,4.12,1.36,69.38,33.83,47.91,49.26,33.03,255.47,143.31,16.41,28.28,4.16
Very Poor,Delhi,11-02-2019,332,5.97,1.78,95.55,39.17,72.35,58.56,37.03,304.98,173.61,17.52,41.78,6.94
Very Poor,Delhi,12-02-2019,357,7.38,2.09,101.01,46.24,74.17,66.37,43.29,357.36,208.64,19.93,59.23,6.24
Very Poor,Delhi,13-02-2019,372,6.6,1.94,96.09,47.95,65.24,70.04,43.36,336.99,198.26,18.61,46.95,6.47
Very Poor,Delhi,14-02-2019,350,4.69,1.42,54.06,45.64,27.78,53.15,32.61,237.08,153.73,14.53,29.52,3.87
Poor,Delhi,15-02-2019,275,3.64,1.22,45.94,39.19,25.13,44.28,28.15,194.76,123.46,15.38,24.5,2.02
Poor,Delhi,16-02-2019,288,2.79,1.13,33.34,35.16,17.27,33.33,26.45,181.64,112.34,12.92,20.22,0.76
Poor,Delhi,17-02-2019,247,2.82,1.09,41.77,31.82,23.24,42.59,34.81,180.93,99.27,15.14,20.46,0.95
Poor,Delhi,18-02-2019,278,3.38,1.18,56.8,33.82,32.98,56.12,33.69,215.05,109.11,16.78,26.07,0.81
Poor,Delhi,19-02-2019,232,3.97,1.56,65.95,41.33,40.67,55.44,36.66,229.75,126.12,15.93,34.03,1.36
Very Poor,Delhi,20-02-2019,305,4.45,1.4,63.41,41.41,38.46,51.88,23.68,185.4,102.3,17.16,40.74,2.78
Moderate,Delhi,21-02-2019,158,3.76,1.37,67.04,38.24,46.44,47.15,34.41,178.07,73.33,20.1,31.74,2.24
Moderate,Delhi,22-02-2019,191,3.24,1.07,41.61,39.11,25.55,33.95,28.45,147.86,73.9,13.94,24.76,2.66
Moderate,Delhi,23-02-2019,116,2.09,0.85,30.5,26.26,11.62,36.12,37.26,115.07,56.51,15.66,15.68,0.89
Moderate,Delhi,24-02-2019,169,2.43,1.03,42.89,29.95,19.34,46.26,38.02,161.89,89.34,18.99,22.6,0.92
Poor,Delhi,25-02-2019,221,3.13,1.24,62,34.51,35.85,53.86,42.49,172.59,92.36,18.07,31.49,1.18
Moderate,Delhi,26-02-2019,144,2.49,0.95,48.45,32.19,24.36,50.31,32.19,120.3,59.97,16.88,28.02,0.74
Moderate,Delhi,27-02-2019,112,1.67,0.79,33.41,26.57,14.25,35.07,31.38,91.52,47.18,12.52,20.26,0.73
Moderate,Delhi,28-02-2019,198,3.14,1.25,60.89,31.23,40.92,45.02,35.95,180.46,96.38,16.98,31.82,1.1
Poor,Delhi,01-03-2019,222,3.02,1.17,60.61,30.2,37.55,48.87,37.75,181.26,93.83,15.81,33.92,0.72
Poor,Delhi,02-03-2019,227,4.51,1.36,70.66,36.48,40.68,62.05,25.07,182.54,109.6,17.96,41.24,1.45
Moderate,Delhi,03-03-2019,172,2.32,1.16,41.09,30.98,20.21,40.61,33.59,105.16,62.92,13.48,25.83,0.73
Poor,Delhi,04-03-2019,217,3.92,1.54,67.55,37.26,49.62,40.1,38.13,180.84,105.93,14.75,33.07,0.98
Moderate,Delhi,05-03-2019,173,2.73,1.01,37.94,28.71,18.77,40.05,36.3,135.4,68.86,14.26,21.24,0.33
Moderate,Delhi,06-03-2019,189,3.38,1.25,53.83,29.05,32.02,45.3,33.71,168.32,83.45,15.16,28.52,1
Poor,Delhi,07-03-2019,228,5.34,1.48,78.33,32.79,55.04,51.9,39.32,212.7,104.61,16.39,40.26,1.11
Poor,Delhi,08-03-2019,220,4.78,1.27,63.98,32.86,38.94,51.75,37.86,199.28,92.07,17.44,39.27,0.67
Moderate,Delhi,09-03-2019,194,3.06,0.99,41.64,30.68,20.1,40.84,33.51,162.18,73.31,17.3,27.63,0.47
Moderate,Delhi,10-03-2019,157,3.34,0.96,43.2,27.17,20.28,44.17,44.11,163.8,73.98,16.36,22.35,0.61
Moderate,Delhi,11-03-2019,190,4.35,1.24,53.94,30.69,27.71,52.91,42.09,205.43,82.17,18.44,28.53,0.47
Moderate,Delhi,12-03-2019,149,2.9,0.93,34.98,29.97,14.64,37.45,37.15,129.4,57.28,13.82,28.82,0.37
Moderate,Delhi,13-03-2019,168,4.61,1.27,59.86,32.39,31,57.03,33.94,231.19,89.17,22.48,38.19,1.04
Poor,Delhi,14-03-2019,281,5.84,1.36,69.01,39.07,45.43,48.81,28.81,217.74,111.2,17.54,43.04,1.03
Moderate,Delhi,15-03-2019,183,3.55,1,50.74,32.74,30.36,41.27,33.4,144.35,74.88,16.21,26.99,0.49
Moderate,Delhi,16-03-2019,143,2.82,0.92,37.43,27.95,15.28,40.6,43.66,140.6,68.64,15.72,19.21,0.27
Moderate,Delhi,17-03-2019,198,3.79,1.07,50.26,30.56,26.28,46.88,42,184.01,93.61,19.96,26.23,0.28
Poor,Delhi,18-03-2019,221,4.13,1.19,56.61,32.06,30.43,50.33,43.21,202.01,100.32,20.36,28.14,0.29
Poor,Delhi,19-03-2019,239,4.94,1.29,71.06,33.86,43.9,55.47,40.14,227.07,103.77,20.72,35.57,0.58
Poor,Delhi,20-03-2019,234,4.72,1.35,64.3,36.5,37.34,54.67,40.41,237.61,89.82,21.42,32.18,0.44
Poor,Delhi,21-03-2019,272,4.69,1.34,37.11,39.26,20.46,34.63,46.64,197.17,112.29,19.99,20.48,0.29
Moderate,Delhi,22-03-2019,141,1.85,0.74,28.73,27.85,13.54,32.19,46.73,119.87,38.43,16.06,12.49,0.19
Moderate,Delhi,23-03-2019,131,2.27,0.89,27.32,26.54,8.76,34.57,52.24,138.56,55.62,17.52,14.11,0.25
Moderate,Delhi,24-03-2019,126,2.1,0.82,30.81,27.52,12.55,34.25,42.57,133.47,53.28,19.06,18.18,0.21
Moderate,Delhi,25-03-2019,136,2.59,0.93,30.48,30.32,11.9,34.84,36.06,150.34,65,20.19,18.57,0.26
Moderate,Delhi,26-03-2019,162,3.25,1.04,37.75,29.95,16.61,40.8,41.35,169.16,75.82,19.26,20.89,0.32
Moderate,Delhi,27-03-2019,177,3.96,1.22,50.71,29.54,26.56,49.68,43.23,186.49,78.37,20.35,26.16,0.37
Poor,Delhi,28-03-2019,245,6.64,1.76,81.85,34.47,55.47,60.18,48.44,260.26,116.55,24.86,46.43,0.94
Poor,Delhi,29-03-2019,273,6.85,1.8,89.35,40.53,62.67,60.4,46.51,257.27,112.67,19.52,54.66,1.04
Poor,Delhi,30-03-2019,252,5.34,1.51,64.31,41.4,38.68,53.75,51.49,238.99,102.27,22.39,39.48,0.61
Moderate,Delhi,31-03-2019,198,2.54,0.94,35.27,32.06,15.14,38.42,48.72,177.53,58.96,18.9,19.16,0.82
Moderate,Delhi,01-04-2019,153,2.46,0.88,32.02,27.21,11.3,38.55,54.95,170.14,59.08,20.09,14.87,0.58
Moderate,Delhi,02-04-2019,194,4.02,1.19,57.47,29.3,29.38,55.76,54.67,211.47,90.1,24.4,27.15,1.03
Poor,Delhi,03-04-2019,208,4.1,1.32,58.01,30.85,30.83,54.91,51.06,206.04,85.02,21.6,30.97,0.91
Poor,Delhi,04-04-2019,260,6.57,1.8,81.06,37.04,53.23,63.62,60.25,270.77,119.71,29.11,44.58,1.27
Poor,Delhi,05-04-2019,284,6.53,1.96,90.76,41.23,61.96,64.7,57,281.53,125.44,28.67,44.11,1.04
Poor,Delhi,06-04-2019,269,4.68,1.32,53.28,37.35,29.62,48.72,50.84,303.71,96.6,23.23,31.87,1.13
Very Poor,Delhi,07-04-2019,315,5.88,1.49,52.96,52.01,31.7,44.64,53.16,355.22,152.91,21.35,27.68,1.04
Poor,Delhi,08-04-2019,284,2.83,1.06,47.31,41,24.07,45.87,51.32,280.23,81.3,15.1,23.2,0.43
Poor,Delhi,09-04-2019,240,4.92,1.44,60.44,38.26,33.85,53.88,57.86,225.5,87.74,22.03,31.98,0.66
Poor,Delhi,10-04-2019,263,6.07,1.76,80.11,40.97,55.11,56.82,50.86,247.53,101.94,20.84,38.21,1.31
Moderate,Delhi,11-04-2019,196,3.28,1.21,53.99,34.96,29.03,47.54,48.59,204.19,70.25,21.51,32.83,0.84
Poor,Delhi,12-04-2019,202,2.79,1.12,40.63,34.06,19.27,40.09,51.94,217,61.34,19.48,27.97,0.87
Moderate,Delhi,13-04-2019,175,2.42,1.06,35.19,33.66,15.35,37.89,45.3,175.93,55.93,20.82,25.55,0.47
Moderate,Delhi,14-04-2019,150,2.02,1.02,34.28,29.84,15.19,36.61,41.86,168.11,51.51,20.65,20.11,0.71
Moderate,Delhi,15-04-2019,163,2.74,1.28,50.81,29.21,29.69,41.92,42.3,187.59,54.84,22.2,25.15,0.8
Poor,Delhi,16-04-2019,206,2.52,1.1,35.08,30.98,17.1,35.01,47.49,186.75,59.08,12.59,18.41,0.34
Moderate,Delhi,17-04-2019,102,1.16,0.9,23.56,26.7,9.73,26.84,45.44,62.49,22.14,11.1,10.16,0.64
Moderate,Delhi,18-04-2019,104,2.26,1.01,35.02,26.28,15.97,39.07,50.12,91.55,38.92,15.05,16.68,0.74
Moderate,Delhi,19-04-2019,151,3.13,1.24,49.15,29.85,26.94,47.56,45.45,155.39,71.62,21.22,22.01,1.49
Moderate,Delhi,20-04-2019,199,3.8,1.42,56.28,29.35,30.3,55.28,55.67,193.76,90.55,26.03,21.84,1.13
Poor,Delhi,21-04-2019,225,4.44,1.66,69.32,31.53,44.24,58.95,50.13,219.06,95.24,22.16,29.87,1.6
Poor,Delhi,22-04-2019,246,5.89,1.87,74.42,36.99,48.31,61.72,56.24,255.31,110.16,29.31,36.82,2.07
Poor,Delhi,23-04-2019,257,6.09,1.92,83.46,38.2,56.94,63.45,53.24,277.28,104.17,25.76,47.16,3.07
Poor,Delhi,24-04-2019,232,3.75,1.41,39.67,37.64,12.55,51.58,61.45,262.58,85.7,19.17,25.22,1.91
Poor,Delhi,25-04-2019,251,3.38,1.31,30.31,40.86,9.48,39.89,65.26,274.39,86.41,17.67,23.29,1.42
Poor,Delhi,26-04-2019,223,4.54,1.34,52.86,32.2,30.38,50.69,47.45,244.21,82.37,26.12,35.45,1.73
Poor,Delhi,27-04-2019,248,2.92,1.05,34.4,28.15,15.19,39.8,52.16,301.82,73.06,21.85,23.25,1.17
Poor,Delhi,28-04-2019,269,2.53,1.06,35.31,25.63,17.66,40.9,54,285.73,76.44,20.02,25.12,0.86
Poor,Delhi,29-04-2019,256,4.05,1.33,53.91,27.82,33.17,52.04,50.32,274.83,84.04,23.71,31.9,0.85
Poor,Delhi,30-04-2019,257,4.92,1.62,57.61,31.91,32.91,59.32,57.54,284.13,95.72,26.58,33.92,0.75
Poor,Delhi,01-05-2019,285,4.87,1.61,58.94,36.73,35.18,63.15,65.95,323.97,111.57,27.67,31.18,0.72
Poor,Delhi,02-05-2019,275,3.25,1.19,36.46,36.44,20.46,43.19,65.33,282.83,77.72,18.26,24.4,0.69
Poor,Delhi,03-05-2019,202,2.63,1.09,43.92,32.34,25.52,49.82,64.36,149.1,52.16,17.91,20.92,0.68
Moderate,Delhi,04-05-2019,182,3.06,1.26,54.6,30.39,38.81,59.78,46.34,196.87,77.96,18.19,23.01,1.04
Poor,Delhi,05-05-2019,231,2.68,1.51,57.99,22.41,39.94,55.16,52.97,249.97,101.25,21.93,20.52,0.48
Poor,Delhi,06-05-2019,267,5.08,1.93,84.3,31.51,62.99,70.81,55.91,295.84,118.9,23.72,37.46,0.7
Very Poor,Delhi,07-05-2019,310,5.29,1.98,103.77,35.25,79.63,69.77,40.32,378.89,128.78,22.77,41.56,0.64
Very Poor,Delhi,08-05-2019,389,6.33,2,100.34,35.57,77.12,60.85,47.34,415.23,143.34,25.84,51.12,1.21
Very Poor,Delhi,09-05-2019,390,4.73,1.52,57.35,30.33,34.13,51.13,50.71,414.7,137.2,23.46,35.17,0.65
Very Poor,Delhi,10-05-2019,333,3.02,1.03,34.62,25.68,16,38.05,52.66,320.44,95.07,17.6,21.93,0.29
Poor,Delhi,11-05-2019,266,3.21,1.15,35.69,30.12,14.21,42.02,62.02,289.05,101.83,21.6,24.68,0.25
Very Poor,Delhi,12-05-2019,352,2.71,1.22,33.4,29.53,12.49,40.68,57.85,503.28,178.22,19.36,18.73,0.19
Very Poor,Delhi,13-05-2019,376,4.4,1.51,44.98,36.48,19.85,50.88,67.84,351.28,170.81,33.5,24.54,0.45
Poor,Delhi,14-05-2019,217,2.15,1.02,30.36,33.9,11.9,37.53,54.85,124.28,58.22,13.4,21.65,0.15
Moderate,Delhi,15-05-2019,194,5.07,1.52,59.46,43.8,31.89,57.75,41.85,191.04,84.81,20.93,36.61,0.77
Moderate,Delhi,16-05-2019,192,4.14,1.38,51.51,44.72,26.79,50.99,46.97,218.38,75.45,15.36,31.48,0.57
Poor,Delhi,17-05-2019,257,3.87,1.31,54.56,41.4,33.84,45.67,46.42,316.4,92.53,13.26,33.11,0.52
Moderate,Delhi,18-05-2019,176,2.4,1.04,29.15,39.74,11.87,33.79,45.46,106.51,44.28,10.93,20.4,0.06
Moderate,Delhi,19-05-2019,168,3.35,1.21,40.46,35.4,17.04,45.8,59.34,162.83,81.99,17.36,20.41,0.18
Poor,Delhi,20-05-2019,216,4.38,1.35,61.22,35.13,34.09,56.55,53.31,218.72,93.97,19.81,27.74,0.44
Poor,Delhi,21-05-2019,206,3.66,1.21,44.25,32.12,20.21,47.58,55.06,194.58,77.78,20.15,22.84,0.17
Moderate,Delhi,22-05-2019,167,4.15,1.5,57.11,32.83,32.04,51.8,38.34,201.27,64.24,16.92,27.61,0.25
Poor,Delhi,23-05-2019,228,5.49,1.49,60.95,36.98,36.6,52.71,55.29,230,92.4,21.68,34.62,0.64
Moderate,Delhi,24-05-2019,151,3.49,1.21,40.59,45.86,20.82,40.33,31.11,117.66,43.86,11.99,31.5,0.92
Moderate,Delhi,25-05-2019,125,2.65,0.99,29.66,33.81,11.83,34.52,51.47,118.65,43.66,13.09,18.48,0.11
Moderate,Delhi,26-05-2019,135,2.53,1.06,34.89,27.2,13.32,41.51,59.94,136.58,55.13,17.94,23.51,0.15
Moderate,Delhi,27-05-2019,163,3.43,1.28,53.14,28.45,26.16,53.92,53.59,172.68,64.66,18.9,30.03,0.3
Moderate,Delhi,28-05-2019,175,4.44,1.3,66.06,29.84,37.41,61.45,54.43,183.77,65.82,20.59,30.24,0.43
Moderate,Delhi,29-05-2019,191,4.85,1.45,68.16,29.53,34.62,65.84,57.99,202.75,74.8,23.61,34.39,0.48
Poor,Delhi,30-05-2019,226,7.68,1.75,97.8,33.5,69.58,71.8,49.58,246.05,85.21,21.99,51.27,1.09
Poor,Delhi,31-05-2019,266,4.7,1.47,69,34.26,44.18,56.83,58.49,337.77,88.57,19.82,32.57,0.65
Poor,Delhi,01-06-2019,300,5.58,1.56,69.74,40.73,45.28,57.24,64.56,298.35,95.4,21.54,34.6,0.86
Poor,Delhi,02-06-2019,222,2.43,1.07,26.31,48.12,10.15,32.22,60.84,219.79,73.36,14.15,13.66,0.24
Poor,Delhi,03-06-2019,232,1.79,1.03,26.82,43.32,11.7,30.33,60.03,300.7,66.94,12.64,8.62,0.11
Poor,Delhi,04-06-2019,212,2.18,1.14,32.65,34.34,14.93,36,65.82,171.58,54.95,13.67,16.91,0.14
Moderate,Delhi,05-06-2019,190,3.15,1.29,36.36,35.7,14.43,42.68,59.78,208.72,73.35,15.82,20.62,0.17
Poor,Delhi,06-06-2019,209,2.8,1.13,42.88,35.27,20.85,44.85,61.04,236.45,70.61,16.15,23.94,0.14
Moderate,Delhi,07-06-2019,192,2.27,1.11,32.74,32.37,14.19,35.32,74.12,152.39,54.81,14.44,18.06,0.01
Moderate,Delhi,08-06-2019,184,2.96,1.47,50.16,38.84,23.42,51,63.64,187.62,69.75,13.47,25.47,0.08
Poor,Delhi,09-06-2019,237,5.72,1.86,85.14,35.74,57.24,62.84,69.14,265.12,101.05,21.74,39.35,0.28
Poor,Delhi,10-06-2019,230,4.37,1.63,76.01,36.64,47.15,61.53,55.95,233.49,74.48,15.19,34.84,0.15
Very Poor,Delhi,11-06-2019,315,3.41,1.41,65.68,32.16,44.64,49.86,39.96,487.77,118.38,13.52,31.38,0.34
Poor,Delhi,12-06-2019,280,1.98,0.92,30.61,34.98,16.55,30.46,62.12,240.88,59.86,11.57,14.48,0.28
Moderate,Delhi,13-06-2019,189,1.96,1.03,31.46,30,13.33,34.53,52.93,189.69,52.66,11.79,17.35,0.29
Moderate,Delhi,14-06-2019,167,2.32,1.07,37.54,23.77,18.67,37.07,59.31,188.21,53.79,12.89,21.47,0.61
Poor,Delhi,15-06-2019,217,3.71,1.18,49.69,23.84,26.39,47.15,57.41,274.68,81.86,17.56,27.52,0.67
Poor,Delhi,16-06-2019,205,1.08,0.8,21.83,24.86,11.58,20.56,46.81,160.96,42.06,9.54,12.14,0.17
Moderate,Delhi,17-06-2019,126,1.75,0.89,26.75,26.8,13.34,27.51,40.56,137.08,40.18,11.07,15.55,1.1
Moderate,Delhi,18-06-2019,119,1.92,1.03,31.79,25.6,15.97,32.32,48.99,84.53,30.39,8,22.32,0.44
Moderate,Delhi,19-06-2019,173,2.98,1.12,36.51,35.53,17.37,37.14,61.02,223.08,79.96,12.69,24.24,0.55
Moderate,Delhi,20-06-2019,175,1.76,0.92,26.95,29.5,10.57,31.19,68.57,130.88,42.76,9.7,12.68,0.59
Moderate,Delhi,21-06-2019,178,3.07,1.22,37.67,32.14,13.56,44.78,59.68,188.16,71.15,12.23,24.07,0.64
Moderate,Delhi,22-06-2019,185,3,1.11,37.1,32.1,12.77,44.12,69.18,177.16,68.27,14.97,23.59,1.42
Moderate,Delhi,23-06-2019,153,1.55,0.95,19.84,31.36,6.64,23.02,57.33,126.12,42.06,10.11,9.57,0.69
Moderate,Delhi,24-06-2019,118,1.48,0.92,22.57,28.84,9.51,25.93,37.78,85.68,26.29,10.74,11.28,0.26
Moderate,Delhi,25-06-2019,131,2.67,1.07,29.27,28.87,11.18,32.24,54.02,119.98,53.65,11.91,20.21,0.51
Moderate,Delhi,26-06-2019,161,2.75,1.16,34.44,30.64,15.67,37.39,46.26,155.9,67.36,12.87,21.37,0.41
Moderate,Delhi,27-06-2019,169,2.8,1.16,38.24,29.35,17.87,39.94,46.84,230.98,65.3,13.46,22.59,0.34
Poor,Delhi,28-06-2019,207,2.99,1.02,37.84,27.53,19.71,38.37,38.39,239.15,61.21,14.43,20.4,0.44
Poor,Delhi,29-06-2019,223,2.43,0.93,35.19,23.72,16.84,34.56,37.99,271.27,58.08,11.99,20.25,0.22
Poor,Delhi,30-06-2019,234,2.7,1.04,39.12,25.87,22.46,33.03,44.4,270.03,65.24,12.82,22.73,0.75
Moderate,Delhi,01-07-2019,195,1.96,0.94,27.68,26.07,10.44,31.09,58,189.32,57.27,12.22,17.02,0.72
Poor,Delhi,02-07-2019,202,2.08,0.99,23.43,27.24,7.78,28.13,64.82,233.25,71.68,12.02,18.29,0.41
Moderate,Delhi,03-07-2019,162,1.69,0.99,21.33,33.05,7.3,26.57,42.31,113.92,39.99,9.75,9.86,0.59
Moderate,Delhi,04-07-2019,111,2.25,1.11,27,28.65,12.82,29.23,28.2,87.8,36.82,9.75,22.07,0.87
Moderate,Delhi,05-07-2019,113,2.88,1.2,34.24,37.63,18.04,34.77,22.68,99.98,48.6,11.05,24.95,1.12
Satisfactory,Delhi,06-07-2019,99,1.93,1,26.12,36.77,12.04,29.91,33.71,87.5,34.25,10.18,15.95,0.56
Moderate,Delhi,07-07-2019,101,1.97,1.08,25.63,32.3,11.02,28.87,38.66,91.79,38.81,10.67,13.47,0.16
Moderate,Delhi,08-07-2019,129,2.22,1.15,28.57,33.43,12.56,32.85,35.11,148.79,49.12,10.64,16.39,0.81
Moderate,Delhi,09-07-2019,131,1.94,1.11,26.68,32.19,11.93,30.38,25.75,128.6,42.56,9.52,18.86,1.5
Moderate,Delhi,10-07-2019,150,2.24,1.04,29.11,33.73,13.97,31.36,28.65,278.71,69.21,10.41,16.29,1.07
Poor,Delhi,11-07-2019,300,2.04,0.97,29.36,32.06,15,29.87,29.84,352.26,76.99,9.64,20.77,1.05
Poor,Delhi,12-07-2019,294,1.98,1.05,27.19,33.13,14,26.97,28.38,363.7,76.35,8.96,18.57,0.48
Very Poor,Delhi,13-07-2019,312,1.92,0.97,22.98,28.61,11.09,23.13,30.81,294.27,63.18,9.11,18.59,0.07
Poor,Delhi,14-07-2019,243,1.59,0.95,24.71,26.67,11.36,25.1,32.77,280.99,63.16,9.85,14.1,0.05
Moderate,Delhi,15-07-2019,180,1.97,1.09,26.07,25.07,11.57,27.17,27.23,137.67,42.04,10.39,18.94,0.63
Moderate,Delhi,16-07-2019,117,1.99,1.05,23.74,26.39,8.59,27.54,30.05,79.22,31.51,9.64,20.07,0.09
Satisfactory,Delhi,17-07-2019,92,2.24,1.03,26.68,25.91,11.08,28.44,31.48,67.73,32.06,8.91,22.46,0.11
Satisfactory,Delhi,18-07-2019,98,2.37,1.24,37.88,26.54,19.36,37.14,30.75,78.08,32.92,8.86,22.82,0.25
Moderate,Delhi,19-07-2019,142,3.38,1.41,49.35,30.83,29.13,40.79,49.9,158.3,63.02,9.95,32,0.53
Moderate,Delhi,20-07-2019,137,2.39,1.15,34.22,34.1,14.59,37.1,29.1,117.84,46.43,8.6,26.17,0.33
Moderate,Delhi,21-07-2019,123,2.6,1.39,40.01,37.02,23.14,33.89,32.04,105.55,50.57,8.83,27.75,0.23
Moderate,Delhi,22-07-2019,124,2.91,1.55,45.91,43.72,31.57,33.03,34.79,119.66,60.38,8.95,29.07,0.31
Moderate,Delhi,23-07-2019,156,2.82,1.61,46.01,45.51,26.12,39.89,40.16,153.96,73.08,9.05,32.72,0.43
Moderate,Delhi,24-07-2019,165,2.36,1.41,42.88,44.36,22.05,40.29,33.1,156.93,63.26,8.83,27.06,1.54
Satisfactory,Delhi,25-07-2019,98,1.69,0.94,33.55,37.17,16.78,33.52,22.78,63.51,22.79,8.76,17.02,0.18
Satisfactory,Delhi,26-07-2019,94,2.1,0.99,29.95,36.06,13.26,31.61,27.72,61.26,30.63,8.92,22.74,0.41
Satisfactory,Delhi,27-07-2019,85,2,1,25.46,30.26,11.98,25.34,29.54,45.04,26.16,8.67,20.94,0.74
Satisfactory,Delhi,28-07-2019,83,1.3,0.89,21.22,28.65,9.12,21.89,30.62,46.35,21.13,8.43,13.8,0.35
Satisfactory,Delhi,29-07-2019,82,1.52,0.92,24.31,31.27,10.8,25.11,29.78,64.17,24.45,8.97,15.9,0.75
Satisfactory,Delhi,30-07-2019,90,2.01,0.97,25.19,33.49,10.37,26.92,27.42,82.81,30.1,9.36,20.2,0.8
Satisfactory,Delhi,31-07-2019,90,1.65,0.93,24.98,33.79,10.23,26.45,31.25,76.67,30.22,8.78,18.71,0.53
Satisfactory,Delhi,01-08-2019,98,1.88,0.94,26.51,33.55,10.07,28.4,32.51,85.89,34.26,8.79,17.74,0.39
Satisfactory,Delhi,02-08-2019,95,2.14,1.03,29.14,32.66,11.86,30.96,29.29,83.66,35.06,8.45,24.9,0.32
Moderate,Delhi,03-08-2019,104,2.58,1.07,33.32,35.33,16.87,31,27.74,80.35,38.54,9.43,28.18,0.33
Moderate,Delhi,04-08-2019,101,2.13,1.13,34.32,34.25,17.79,30.9,27.25,88.15,46.69,9.96,21.93,0.29
Moderate,Delhi,05-08-2019,108,2.18,1.24,38.54,37.17,20.62,34.64,28.66,104.96,52.2,9.37,23.36,0.49
Satisfactory,Delhi,06-08-2019,99,2.53,1.14,37.25,42.32,19.57,34.68,22.91,57.31,30.04,8.26,24.25,0.96
Moderate,Delhi,07-08-2019,104,3.07,1.22,38.88,33.65,22.98,31.82,29.87,72.98,32.63,9.81,29.46,0.58
Satisfactory,Delhi,08-08-2019,99,2.27,1.01,30.82,30.9,15.06,28.9,30.92,80.22,27.69,10.61,21.05,0.39
Satisfactory,Delhi,09-08-2019,89,1.6,0.86,21.86,28.01,9.54,22.08,26.17,61.47,14.59,9.3,15.54,0.25
Satisfactory,Delhi,10-08-2019,75,1.12,0.87,21.47,24.4,9.02,22.06,25.43,47.75,16.73,8.47,10.3,1.03
Satisfactory,Delhi,11-08-2019,83,1.11,0.96,25.93,25.93,11.45,25.93,26.21,67.15,25.53,8.65,13.1,0.99
Satisfactory,Delhi,12-08-2019,80,1.56,1.02,27.51,24.89,13.19,26.18,21.46,51.91,20.53,8.14,15.92,0.89
Satisfactory,Delhi,13-08-2019,85,1.76,1.1,32.07,29.25,17.85,27.12,20.73,56.18,21.68,8.37,18.61,2.21
Satisfactory,Delhi,14-08-2019,93,1.94,1.19,33.85,29.08,16.96,31.9,31.43,58.36,33.21,8.5,21.44,6.58
Satisfactory,Delhi,15-08-2019,93,1.5,1.04,32.56,31.29,18.56,25.03,23.58,56.28,28.78,8.51,16.34,3.43
Satisfactory,Delhi,16-08-2019,73,1.08,0.87,26.32,27.58,13.71,21.51,23.59,37.1,15.52,8.61,10.43,2.66
Satisfactory,Delhi,17-08-2019,67,1.12,0.81,24.77,25.82,14.08,19.1,16.51,19.51,10.24,7.67,10.25,1.33
Satisfactory,Delhi,18-08-2019,66,1.44,0.98,25.39,23.25,17.56,20.93,18.03,30.45,15.51,8.57,16.91,2.31
Satisfactory,Delhi,19-08-2019,99,2.77,1.31,38.82,25.62,26.99,28.59,28.06,86.13,38.55,8.6,28.61,2.5
Moderate,Delhi,20-08-2019,103,2.44,1.23,31.87,33.03,19.92,26.86,28.41,95.71,41.74,8.12,24.96,3.44
Moderate,Delhi,21-08-2019,107,2.37,1.14,32.26,34.19,15.16,32.68,31.18,129.46,46.69,7.81,23.43,4.66
Moderate,Delhi,22-08-2019,125,3.1,1.21,44.39,34.28,23.36,42.21,25.95,130.49,44.16,8.41,29.02,1.68
Moderate,Delhi,23-08-2019,130,3.26,1.3,54.52,36.4,37.04,40.32,28.57,142.76,50.49,8.36,32.01,1.65
Moderate,Delhi,24-08-2019,149,3.71,1.47,59.19,41.36,41.65,41.76,28.17,149.82,60.71,8.78,36.48,1.52
Moderate,Delhi,25-08-2019,107,1.99,0.93,27.89,34.91,11.09,31.71,24.22,67.82,33.49,8.23,18.44,1.6
Satisfactory,Delhi,26-08-2019,77,2.24,0.99,31.88,29.89,15.89,31.6,24.07,68.59,25.06,8.55,23.2,1.03
