Age Group,Ever Married,Gender,Graduated,ID,Martial Status,Profession,Spending Level,Spending Score,Age,Family Size,Work Experience
Middle-Aged,Yes,Male,Yes,463406,Married,Artist,Low Spender,Average,38,3,
Senior,Yes,Male,Yes,461257,Married,Artist,Top Spender,High,60,3,0
Senior,Yes,Female,Yes,459355,Married,Lawyer,Top Spender,High,69,,1
Senior,No,Male,No,464363,Single,Entertainment,Low Spender,Low,53,,0
Young Adult,No,Female,No,466749,Single,,Low Spender,Low,23,3,0
Young Adult,No,Male,Yes,463986,Single,Homemaker,Low Spender,Low,25,1,1
Middle-Aged,Yes,Female,No,459570,Married,Engineer,Low Spender,Average,45,4,2
Senior,Yes,Female,Yes,461296,Married,Engineer,Low Spender,Average,69,2,0
Young Adult,Yes,Female,Yes,464227,Married,Doctor,Low Spender,Low,28,3,0
Young Adult,No,Male,,466679,Single,Healthcare,Low Spender,Low,21,3,0
Middle-Aged,No,Female,Yes,465292,Single,Artist,Low Spender,Low,48,1,9
Senior,Yes,Female,Yes,467671,Married,Artist,Low Spender,Low,65,1,2
Senior,Yes,Male,Yes,459840,Married,Entertainment,Low Spender,Average,58,9,0
Senior,Yes,Female,Yes,462621,Married,Doctor,Low Spender,Low,58,1,0
Middle-Aged,,Male,Yes,460389,Single,Doctor,Low Spender,Low,35,3,1
Middle-Aged,Yes,Female,Yes,462441,Married,Artist,Low Spender,Average,46,2,0
Middle-Aged,No,Female,No,462648,Single,Healthcare,Low Spender,Low,30,4,2
Middle-Aged,Yes,Male,Yes,459880,Married,Entertainment,Low Spender,Average,38,2,0
Young Adult,No,Male,No,464795,Single,Healthcare,Low Spender,Low,21,4,0
Senior,Yes,Male,Yes,467544,Married,Lawyer,Top Spender,High,73,2,
Middle-Aged,No,Male,Yes,464856,Single,Healthcare,Low Spender,Low,31,2,0
Young Adult,No,Male,No,466017,Single,Healthcare,Low Spender,Low,19,5,0
Young Adult,No,Female,No,462656,Single,Healthcare,Low Spender,Low,22,8,0
Middle-Aged,No,Male,Yes,461635,Single,Engineer,Low Spender,Low,49,3,0
Senior,Yes,Male,No,467070,Married,Engineer,Low Spender,Low,71,3,1
Young Adult,Yes,Female,No,462560,Married,Homemaker,Low Spender,Low,28,1,5
Young Adult,No,Female,No,466345,Single,Healthcare,Low Spender,Low,20,3,2
Young Adult,No,Male,No,464217,Single,Healthcare,Low Spender,Low,18,4,8
Middle-Aged,Yes,Male,No,462104,Married,Executive,Top Spender,High,40,4,1
Senior,Yes,Female,Yes,459244,Married,Artist,Top Spender,High,63,3,1
Middle-Aged,Yes,Male,No,463548,Married,Executive,Top Spender,High,47,7,5
Middle-Aged,No,Male,No,465710,Single,Healthcare,Low Spender,Low,32,,
Middle-Aged,Yes,Male,No,462875,Married,Artist,Low Spender,Average,43,5,0
Middle-Aged,Yes,Male,Yes,465326,Married,Doctor,Low Spender,Low,40,,
Young Adult,No,Female,No,463104,Single,Healthcare,Low Spender,Low,18,2,3
Young Adult,Yes,Male,Yes,459285,Married,Executive,Low Spender,Low,28,4,0
Middle-Aged,Yes,Female,Yes,467877,Married,Artist,Low Spender,Average,47,2,6
Young Adult,No,Male,No,467482,Single,Healthcare,Low Spender,Low,19,4,0
Senior,Yes,Male,Yes,464371,Married,Doctor,Low Spender,Low,53,1,7
Young Adult,No,Female,No,467226,Single,Engineer,Low Spender,Low,27,3,5
Senior,Yes,Male,Yes,461976,Married,Lawyer,Top Spender,High,84,2,0
Senior,No,Female,Yes,461175,Single,Artist,Low Spender,Low,86,1,0
Young Adult,No,Male,No,466590,Single,Healthcare,Low Spender,Low,20,4,0
Young Adult,No,Female,No,459142,Single,Marketing,Low Spender,Low,28,6,1
Middle-Aged,Yes,Male,Yes,467131,Married,Artist,Low Spender,Average,42,4,1
Middle-Aged,No,Female,Yes,464159,Single,Artist,Low Spender,Low,36,3,9
Middle-Aged,Yes,Male,No,463744,Married,Doctor,Low Spender,Average,37,3,1
Middle-Aged,Yes,Male,Yes,464862,Married,Entertainment,Low Spender,Average,38,2,1
Senior,Yes,Female,Yes,467692,Married,Lawyer,Top Spender,High,83,4,1
Middle-Aged,No,Male,Yes,461920,Single,Artist,Low Spender,Low,42,1,0
Middle-Aged,No,Male,No,464488,Single,Healthcare,Low Spender,Low,31,3,0
Middle-Aged,Yes,Female,Yes,461074,Married,Artist,Low Spender,Average,48,6,6
Senior,Yes,Male,,467826,Married,,Low Spender,Average,62,2,4
Young Adult,No,Female,Yes,465413,Single,Artist,Low Spender,Low,28,3,2
Senior,Yes,Male,No,460716,Married,Lawyer,Top Spender,High,87,2,0
Senior,Yes,Male,Yes,464352,Married,Artist,Low Spender,Low,58,2,1
Middle-Aged,Yes,Female,Yes,460037,Married,Artist,Low Spender,Low,48,2,2
Middle-Aged,Yes,Female,Yes,467751,Married,Entertainment,Low Spender,Average,36,2,1
Senior,Yes,Female,Yes,459561,Married,Lawyer,Top Spender,High,85,,1
Middle-Aged,,Female,Yes,459698,Single,Artist,Low Spender,Average,45,2,2
Middle-Aged,Yes,Female,Yes,464419,Married,Homemaker,Low Spender,Average,47,4,8
Young Adult,No,Male,Yes,461041,Single,Entertainment,Low Spender,Low,26,5,1
Middle-Aged,No,Male,No,462260,Single,Healthcare,Low Spender,Low,30,5,4
Middle-Aged,Yes,Female,Yes,466593,Married,Homemaker,Low Spender,Average,38,3,2
Young Adult,No,Female,Yes,459445,Single,Doctor,Low Spender,Low,25,3,8
Middle-Aged,Yes,Female,No,464549,Married,Executive,Low Spender,Average,43,5,1
Senior,Yes,Male,Yes,464847,Married,Entertainment,Low Spender,Low,53,4,0
Middle-Aged,Yes,Male,No,461202,Married,Doctor,Low Spender,Low,33,1,8
Young Adult,No,Female,No,464248,Single,Engineer,Low Spender,Low,20,4,3
Senior,Yes,Female,Yes,460953,Married,Artist,Low Spender,Average,56,4,1
Middle-Aged,Yes,Female,Yes,463775,Married,Artist,Low Spender,Low,41,1,1
Young Adult,No,Female,No,464758,Single,Healthcare,Low Spender,Low,22,6,9
Senior,Yes,Female,Yes,462567,Married,Artist,Low Spender,Low,59,1,0
Middle-Aged,Yes,Male,No,462682,Married,Executive,Top Spender,High,30,2,0
Senior,Yes,Male,Yes,464581,Married,Artist,Low Spender,Average,52,3,3
Young Adult,Yes,Female,Yes,460689,Married,Artist,Top Spender,High,29,2,2
Young Adult,No,Female,No,463511,Single,Healthcare,Low Spender,Low,26,4,1
Young Adult,No,Male,Yes,461589,Single,Entertainment,Low Spender,Low,25,3,4
Senior,Yes,Female,No,466094,Married,Engineer,Low Spender,Low,57,4,1
Middle-Aged,No,Female,Yes,460716,Single,Entertainment,Low Spender,Low,48,1,1
Senior,Yes,Male,Yes,460715,Married,Executive,Low Spender,Average,58,3,
Middle-Aged,Yes,Male,No,462639,Married,Executive,Top Spender,High,46,8,3
Senior,Yes,Female,Yes,461297,Married,Artist,Top Spender,High,57,1,8
Middle-Aged,Yes,Male,No,466027,Married,Executive,Top Spender,High,30,4,1
Senior,Yes,Female,Yes,459664,Married,Entertainment,Low Spender,Average,52,4,7
Middle-Aged,Yes,Male,Yes,464134,Married,Homemaker,Low Spender,Low,48,1,1
Young Adult,No,Female,No,463946,Single,Doctor,Low Spender,Low,29,3,4
Senior,Yes,Male,,466112,Married,Artist,Low Spender,Low,63,3,0
Young Adult,No,Female,No,462103,Single,Artist,Low Spender,Low,29,3,6
Senior,Yes,Female,Yes,460440,Married,Artist,Low Spender,Low,76,2,1
Young Adult,Yes,Male,No,466658,Married,Doctor,Low Spender,Low,19,9,2
Middle-Aged,Yes,Male,Yes,464664,Married,Entertainment,Low Spender,Average,40,5,9
Young Adult,No,Male,No,464780,Single,Healthcare,Low Spender,Low,21,6,9
Young Adult,No,Female,No,461095,Single,Healthcare,Low Spender,Low,22,4,3
Senior,Yes,Male,Yes,463575,Married,Artist,Low Spender,Average,56,3,1
Senior,Yes,Female,Yes,463964,Married,Artist,Low Spender,Low,51,3,0
Middle-Aged,Yes,Male,Yes,465887,Married,Artist,Low Spender,Average,35,3,8
Senior,Yes,Male,Yes,459837,Married,Artist,Low Spender,Average,56,2,
Middle-Aged,No,Male,Yes,460362,Single,Healthcare,Low Spender,Low,31,3,1
Middle-Aged,Yes,Male,Yes,464661,Married,Lawyer,Low Spender,Low,35,,
Middle-Aged,No,Female,Yes,465454,Single,Healthcare,Low Spender,Low,45,3,
Middle-Aged,No,Female,Yes,461033,Single,Artist,Low Spender,Low,50,1,3
Middle-Aged,Yes,Male,Yes,461135,Married,Doctor,Low Spender,Average,47,5,1
Middle-Aged,Yes,Female,Yes,463036,Married,Doctor,Low Spender,Average,37,2,
Middle-Aged,Yes,Male,Yes,460670,Married,Homemaker,Low Spender,Average,30,,9
Middle-Aged,Yes,Male,Yes,467219,Married,Artist,Low Spender,Average,38,3,3
Middle-Aged,Yes,Female,No,462646,Married,Engineer,Low Spender,Average,49,4,
Senior,Yes,Female,No,461433,Married,Entertainment,Low Spender,Average,76,6,0
Middle-Aged,No,Male,Yes,462760,Single,Healthcare,Low Spender,Low,33,2,
Senior,Yes,Male,Yes,461214,Married,Artist,Low Spender,Low,56,1,1
Middle-Aged,No,Female,No,463026,Single,Engineer,Low Spender,Low,32,3,0
Middle-Aged,No,Male,Yes,461940,Single,Artist,Low Spender,Low,48,1,0
Middle-Aged,No,Male,Yes,462908,Single,Artist,Low Spender,Low,32,2,1
Young Adult,No,Female,No,460165,Single,Healthcare,Low Spender,Low,22,3,2
Senior,Yes,Female,Yes,467841,Married,Engineer,Low Spender,Low,58,2,0
Middle-Aged,Yes,Female,Yes,466270,Married,Artist,Top Spender,High,47,2,1
Senior,Yes,Male,Yes,461112,Married,Lawyer,Low Spender,Low,75,1,1
Middle-Aged,Yes,Male,Yes,465853,Married,Entertainment,Low Spender,Average,46,3,1
Middle-Aged,No,Female,No,467966,Single,Healthcare,Low Spender,Low,30,2,0
Senior,Yes,Male,Yes,467396,Married,Lawyer,Low Spender,Low,74,2,0
Senior,Yes,Male,Yes,461760,Married,Entertainment,Low Spender,Low,63,,1
Middle-Aged,Yes,Male,Yes,461773,Married,Artist,Low Spender,Average,40,4,9
Middle-Aged,Yes,Male,No,464752,Married,Artist,Top Spender,High,50,6,0
Senior,Yes,Male,No,462513,Married,Lawyer,Top Spender,High,85,2,1
Senior,Yes,Male,No,462094,Married,Lawyer,Top Spender,High,71,2,
Senior,Yes,Male,No,465639,Married,Artist,Low Spender,Low,59,2,11
Senior,Yes,Female,Yes,464290,Married,Engineer,Top Spender,High,59,2,3
Young Adult,No,Female,Yes,463226,Single,Artist,Low Spender,Low,27,2,13
Senior,Yes,Female,Yes,459816,Married,Artist,Low Spender,Low,55,1,
Senior,Yes,Female,Yes,466825,Married,Lawyer,Low Spender,Low,74,1,1
Middle-Aged,No,Female,No,465108,Single,Healthcare,Low Spender,Low,30,,1
Senior,Yes,Female,Yes,462045,Married,Lawyer,Top Spender,High,87,2,
Middle-Aged,Yes,Female,No,462300,Married,Engineer,Low Spender,Average,41,5,13
Senior,Yes,Female,No,462818,Married,Engineer,Low Spender,Low,51,,
Senior,Yes,Male,Yes,465331,Married,Artist,Low Spender,Average,66,3,1
Middle-Aged,No,Female,No,462605,Single,Engineer,Low Spender,Low,41,1,
Middle-Aged,No,Male,Yes,460364,Single,Executive,Low Spender,Low,43,2,3
Middle-Aged,Yes,Female,Yes,459766,Married,Healthcare,Low Spender,Low,39,3,1
Young Adult,No,Male,No,466280,Single,Healthcare,Low Spender,Low,22,4,0
Middle-Aged,Yes,Male,No,465498,Married,Artist,Low Spender,Low,43,,10
Middle-Aged,Yes,Female,No,464685,Married,Engineer,Low Spender,Average,31,5,6
Senior,Yes,Female,Yes,466594,Married,Artist,Low Spender,Low,59,9,0
Middle-Aged,Yes,Male,Yes,459586,Married,Artist,Low Spender,Average,50,2,0
Middle-Aged,Yes,Female,No,466295,Married,Artist,Low Spender,Low,38,1,4
Senior,Yes,Male,No,463132,Married,Engineer,Low Spender,Low,88,2,
Senior,Yes,Female,Yes,462849,Married,Lawyer,Top Spender,High,82,2,
Middle-Aged,No,Female,Yes,464290,Single,Artist,Low Spender,Low,30,3,0
Young Adult,No,Female,Yes,460255,Single,Doctor,Low Spender,Low,28,4,0
Middle-Aged,No,Female,Yes,462094,Single,Healthcare,Low Spender,Low,30,1,0
Senior,Yes,Female,Yes,459410,Married,Engineer,Low Spender,Low,59,1,1
Middle-Aged,Yes,Female,Yes,464609,Married,,Low Spender,Low,48,2,0
Senior,Yes,Female,Yes,462762,Married,Lawyer,Top Spender,High,78,1,0
Middle-Aged,Yes,Male,No,461428,Married,Artist,Low Spender,Low,47,1,7
Senior,Yes,Male,No,462348,Married,Executive,Top Spender,High,69,2,4
Young Adult,No,Female,No,467554,Single,Healthcare,Low Spender,Low,22,3,0
Young Adult,No,Female,No,466890,Single,Healthcare,Low Spender,Low,18,4,1
Middle-Aged,No,Female,Yes,461109,Single,Engineer,Low Spender,Low,42,3,0
Young Adult,No,Male,No,462874,Single,Artist,Low Spender,Low,29,3,1
Middle-Aged,Yes,Male,Yes,463943,Married,Artist,Low Spender,Average,36,2,0
Young Adult,No,Male,No,461156,Single,Doctor,Low Spender,Low,20,5,1
Middle-Aged,No,Female,No,461865,Single,Healthcare,Low Spender,Low,33,5,0
Middle-Aged,No,Male,Yes,464629,Single,Entertainment,Low Spender,Low,40,2,0
Senior,Yes,Female,Yes,462516,Married,Lawyer,Low Spender,Low,70,1,1
Senior,Yes,Male,Yes,460109,Married,Entertainment,Low Spender,Low,58,2,4
Middle-Aged,Yes,Male,Yes,461250,Married,Doctor,Low Spender,Average,45,3,0
Senior,Yes,Male,Yes,465916,Married,Artist,Low Spender,Average,67,2,9
Middle-Aged,Yes,Female,Yes,462105,Married,Engineer,Low Spender,Average,37,3,1
Middle-Aged,No,Female,No,459576,Single,Engineer,Low Spender,Low,32,3,0
Middle-Aged,Yes,Male,No,463429,Married,Homemaker,Low Spender,Average,49,3,3
Senior,Yes,Male,Yes,465314,Married,Entertainment,Low Spender,Low,60,4,0
Senior,Yes,Male,Yes,462814,Married,Artist,Low Spender,Average,61,2,0
Middle-Aged,,Male,Yes,460671,Single,Doctor,Low Spender,Low,37,1,12
Middle-Aged,Yes,Male,Yes,467184,Married,Artist,Low Spender,Low,45,1,1
Middle-Aged,Yes,Male,No,459580,Married,Artist,Low Spender,Average,36,2,1
Middle-Aged,Yes,Male,Yes,459970,Married,Executive,Low Spender,Average,40,3,0
Middle-Aged,No,Female,Yes,460581,Single,Artist,Low Spender,Low,42,3,6
Middle-Aged,Yes,Female,Yes,466073,Married,Artist,Low Spender,Average,40,2,4
Middle-Aged,Yes,Female,Yes,467961,Married,Engineer,Low Spender,Average,36,2,8
Young Adult,No,Male,No,465739,Single,Healthcare,Low Spender,Low,28,,0
Middle-Aged,No,Female,Yes,460058,Single,Doctor,Low Spender,Low,35,1,3
Senior,Yes,Male,Yes,466019,Married,Entertainment,Low Spender,Average,52,2,0
Middle-Aged,No,Female,Yes,464515,Single,Artist,Low Spender,Low,49,1,9
Middle-Aged,Yes,Female,Yes,465832,Married,Artist,Low Spender,Average,40,4,0
Middle-Aged,Yes,Male,Yes,462940,Married,Marketing,Low Spender,Average,49,5,0
Middle-Aged,Yes,Male,No,463704,Married,Executive,Top Spender,High,41,4,9
Senior,Yes,Female,No,465798,Married,Engineer,Low Spender,Average,52,2,0
Middle-Aged,Yes,Male,Yes,460459,Married,Executive,Top Spender,High,41,2,1
Senior,Yes,Female,Yes,465573,Married,Doctor,Low Spender,Average,73,4,0
Middle-Aged,No,Female,Yes,467383,Single,Artist,Low Spender,Low,40,2,1
Middle-Aged,Yes,Female,Yes,465505,Married,Healthcare,Top Spender,High,40,3,1
Senior,Yes,Female,Yes,465794,Married,Lawyer,Top Spender,High,72,,8
Young Adult,Yes,Male,Yes,463451,Married,Entertainment,Low Spender,Average,26,2,1
Senior,Yes,Male,Yes,462286,Married,Artist,Low Spender,Low,57,1,1
Senior,Yes,Male,Yes,461123,Married,Artist,Low Spender,Low,65,,
Middle-Aged,Yes,Female,Yes,459641,Married,Artist,Low Spender,Low,36,1,
Senior,Yes,Female,Yes,465684,Married,Engineer,Low Spender,Low,56,2,0
Senior,Yes,Male,No,462971,Married,Artist,Top Spender,High,77,2,
Middle-Aged,No,Female,No,466398,Single,Healthcare,Low Spender,Low,43,,9
Young Adult,No,Female,No,461161,Single,Healthcare,Low Spender,Low,19,4,0
Young Adult,Yes,Male,Yes,463594,Married,Artist,Low Spender,Average,27,2,1
Senior,Yes,Female,Yes,463767,Married,Engineer,Low Spender,Average,66,5,0
Middle-Aged,Yes,Male,Yes,461629,Married,Executive,Low Spender,Low,45,2,2
Middle-Aged,Yes,Male,Yes,466733,Married,Entertainment,Low Spender,Low,35,2,5
Middle-Aged,No,Female,No,462765,Single,Doctor,Low Spender,Low,31,3,3
Middle-Aged,No,Female,Yes,462299,Single,Entertainment,Low Spender,Low,42,5,0
Middle-Aged,Yes,Female,Yes,462367,Married,Artist,Low Spender,Low,46,2,1
Senior,Yes,Male,Yes,464150,Married,Lawyer,Low Spender,Low,87,1,5
Senior,Yes,Male,No,466075,Married,Lawyer,Low Spender,Low,72,1,0
Middle-Aged,Yes,Male,Yes,465010,Married,Doctor,Low Spender,Average,36,5,11
Middle-Aged,No,Female,Yes,461139,Single,Homemaker,Low Spender,Low,43,1,0
Middle-Aged,Yes,Male,Yes,462085,Married,Executive,Top Spender,High,40,2,0
Senior,Yes,Male,Yes,461185,Married,Lawyer,Low Spender,Low,82,2,1
Middle-Aged,No,Female,Yes,459289,Single,Artist,Low Spender,Low,49,1,0
Middle-Aged,Yes,Male,Yes,460025,Married,Homemaker,Low Spender,Low,30,1,1
Middle-Aged,Yes,Male,Yes,465256,Married,Entertainment,Low Spender,Average,41,3,0
Middle-Aged,Yes,Male,Yes,462198,Married,Doctor,Low Spender,Average,35,3,1
Middle-Aged,Yes,Female,No,466810,Married,Engineer,Low Spender,Average,43,3,0
Young Adult,No,Male,No,462675,Single,Engineer,Low Spender,Low,19,5,1
Young Adult,No,Male,Yes,462634,Single,Artist,Low Spender,Low,27,2,1
Middle-Aged,No,Male,Yes,461043,Single,Entertainment,Low Spender,Low,36,1,13
Senior,Yes,Male,No,460036,Married,Homemaker,Top Spender,High,51,3,8
Young Adult,No,Female,No,465492,Single,Healthcare,Low Spender,Low,20,4,
Senior,Yes,Male,Yes,461229,Married,Executive,Low Spender,Low,65,2,2
Middle-Aged,No,Male,Yes,459351,Single,Artist,Low Spender,Low,42,1,0
Middle-Aged,No,Female,No,464901,Single,Healthcare,Low Spender,Low,30,2,6
Middle-Aged,No,Female,Yes,459716,Single,Healthcare,Low Spender,Low,41,2,1
Senior,Yes,Female,Yes,464858,Married,Artist,Low Spender,Low,58,4,0
Middle-Aged,Yes,Female,No,462788,Married,Engineer,Top Spender,High,37,3,1
Young Adult,Yes,Male,No,462864,Married,Healthcare,Low Spender,Low,26,6,5
Middle-Aged,Yes,Male,Yes,465540,Married,Executive,Top Spender,High,48,5,
Senior,Yes,Male,Yes,462264,Married,Artist,Low Spender,Low,56,4,0
Senior,Yes,Male,No,459626,Married,Executive,Low Spender,Average,63,2,1
Middle-Aged,No,Female,Yes,463010,Single,Artist,Low Spender,Low,43,4,
Middle-Aged,Yes,Female,Yes,467802,Married,Healthcare,Low Spender,Low,31,3,0
Senior,Yes,Male,Yes,461480,Married,Artist,Low Spender,Average,57,3,0
Middle-Aged,Yes,Male,Yes,464709,Married,Artist,Low Spender,Average,42,3,8
Senior,Yes,Male,Yes,462125,Married,Artist,Low Spender,Low,69,2,1
Senior,Yes,Male,,466037,Married,Executive,Low Spender,Low,80,2,3
Young Adult,No,Female,No,459216,Single,Engineer,Low Spender,Low,29,5,9
Young Adult,No,Female,No,460048,Single,Healthcare,Low Spender,Low,28,5,0
Senior,Yes,Male,No,465097,Married,Doctor,Low Spender,Average,60,3,2
Senior,Yes,Female,Yes,461492,Married,Artist,Low Spender,Average,53,,1
Senior,Yes,Male,Yes,465217,Married,Executive,Top Spender,High,58,5,2
Middle-Aged,Yes,Female,No,463216,Married,Engineer,Low Spender,Average,43,6,1
Senior,Yes,Female,Yes,465686,Married,Artist,Low Spender,Average,58,3,1
Young Adult,No,Male,No,463398,Single,Doctor,Low Spender,Low,27,3,
Young Adult,No,Female,Yes,465272,Single,Healthcare,Low Spender,Low,28,5,0
Young Adult,No,Female,No,466444,Single,Healthcare,Low Spender,Low,19,3,0
Middle-Aged,Yes,Male,Yes,461032,Married,Healthcare,Top Spender,High,30,3,1
Senior,Yes,Male,No,465018,Married,Doctor,Low Spender,Low,63,,
Senior,Yes,Female,Yes,460512,Married,Artist,Low Spender,Average,57,2,3
Middle-Aged,No,Female,Yes,462505,Single,Artist,Low Spender,Low,48,,
Young Adult,No,Male,No,465525,Single,Healthcare,Low Spender,Low,19,3,8
Young Adult,No,Female,No,461371,Single,Healthcare,Low Spender,Low,23,5,1
Middle-Aged,No,Female,No,464608,Single,Engineer,Low Spender,Low,33,,8
Senior,Yes,Female,Yes,464970,Married,Homemaker,Top Spender,High,61,4,2
Senior,Yes,Male,No,461685,Married,Executive,Top Spender,High,75,2,1
Middle-Aged,Yes,Male,Yes,464384,Married,Doctor,Low Spender,Average,47,3,
Middle-Aged,Yes,Female,No,462952,Married,Homemaker,Low Spender,Average,36,4,9
Young Adult,No,Male,No,462130,Single,Healthcare,Low Spender,Low,28,3,1
Young Adult,No,Male,No,465366,Single,Healthcare,Low Spender,Low,25,4,7
Middle-Aged,No,Female,No,461487,Single,Marketing,Low Spender,Low,42,1,
Middle-Aged,Yes,Male,Yes,466809,Married,Artist,Low Spender,Low,49,2,1
Senior,Yes,Female,Yes,461890,Married,Lawyer,Top Spender,High,77,2,0
Middle-Aged,No,Male,Yes,461543,Single,Artist,Low Spender,Low,46,1,8
Middle-Aged,Yes,Male,Yes,462210,Married,Artist,Low Spender,Low,47,3,0
Middle-Aged,No,Female,Yes,459491,Single,Marketing,Low Spender,Low,38,1,0
Senior,Yes,Male,No,463145,Married,Executive,Top Spender,High,69,2,0
Middle-Aged,No,Female,Yes,463230,Single,Artist,Low Spender,Low,38,1,0
Senior,Yes,Male,Yes,462164,Married,Artist,Low Spender,Low,69,2,1
Senior,Yes,Male,Yes,465229,Married,Executive,Top Spender,High,61,4,4
Middle-Aged,Yes,Male,No,464947,Married,Engineer,Low Spender,Average,46,2,0
Middle-Aged,Yes,Female,Yes,461138,Married,Entertainment,Low Spender,Low,46,4,9
Young Adult,No,Female,No,463429,Single,Engineer,Low Spender,Low,28,3,1
Middle-Aged,Yes,Male,Yes,464492,Married,Entertainment,Low Spender,Average,42,3,1
Young Adult,No,Female,No,466385,Single,Healthcare,Low Spender,Low,18,2,9
Senior,Yes,Female,Yes,460060,Married,Lawyer,Top Spender,High,84,1,0
Senior,Yes,Male,No,467530,Married,Lawyer,Low Spender,Low,80,1,0
Senior,Yes,Male,No,467067,Married,Engineer,Low Spender,Average,57,2,0
Middle-Aged,No,Female,Yes,467226,Single,Artist,Low Spender,Low,40,1,0
Senior,Yes,Male,Yes,464627,Married,Lawyer,Low Spender,Low,80,1,0
Middle-Aged,No,Female,Yes,467933,Single,Artist,Low Spender,Low,45,1,0
Senior,Yes,Male,Yes,459039,Married,Lawyer,Low Spender,Low,69,2,7
Senior,Yes,Male,Yes,466440,Married,Executive,Top Spender,High,69,4,1
Senior,No,Male,Yes,461352,Single,Artist,Low Spender,Low,55,2,8
Senior,Yes,Male,Yes,465003,Married,Artist,Low Spender,Low,55,1,4
Senior,Yes,Female,No,467479,Married,Lawyer,Low Spender,Low,80,1,
Senior,Yes,Female,Yes,467756,Married,Engineer,Low Spender,Low,74,1,1
Middle-Aged,Yes,Female,No,464668,Married,Artist,Low Spender,Average,36,4,1
Middle-Aged,Yes,Male,Yes,463222,Married,Entertainment,Low Spender,Low,33,2,0
Middle-Aged,No,Male,Yes,460188,Single,Entertainment,Low Spender,Low,35,5,0
Middle-Aged,No,Male,Yes,462243,Single,Artist,Low Spender,Low,46,2,0
Senior,Yes,Male,Yes,467952,Married,Artist,Low Spender,Low,55,2,6
Middle-Aged,Yes,Female,Yes,465070,Married,Artist,Low Spender,Average,48,5,5
Middle-Aged,,Female,No,465447,Single,Healthcare,Top Spender,High,32,,8
Middle-Aged,No,Female,Yes,463509,Single,Artist,Low Spender,Low,39,2,1
Middle-Aged,Yes,Female,No,466534,Married,Engineer,Low Spender,Low,31,4,6
