District code,District name,State name,Age Group 0 29,Age Group 30 49,Age Group 50,Age not stated,Agricultural Workers,Below Primary Education,Buddhists,Christians,Condition of occupied census houses Dilapidated Households,Cultivator Workers,Female,Female Literate,Female SC,Female ST,Female Workers,Graduate Education,Having bathing facility Total Households,Having latrine facility within the premises Total Households,Higher Education,Hindus,Household size 1 person Households,Household size 1 to 2 persons,Household size 2 persons Households,Household size 3 persons Households,Household size 3 to 5 persons Households,Household size 4 persons Households,Household size 5 persons Households,Household size 6 8 persons Households,Household size 9 persons and above Households,Household Workers,Households,Households with Bicycle,Households with Car Jeep Van,Households with Computer,Households with Internet,Households with Radio Transistor,Households with Scooter Motorcycle Moped,Households with separate kitchen Cooking inside house,Households with Telephone Mobile Phone,Households with Telephone Mobile Phone Both,Households with Telephone Mobile Phone Landline only,Households with Telephone Mobile Phone Mobile only,Households with Television,Households with TV Computer Laptop Telephone mobile phone and Scooter Car,Housholds with Electric Lighting,Illiterate Education,Jains,Literate,Literate Education,Location of drinking water source Away Households,Location of drinking water source Near the premises Households,Location of drinking water source Within the premises Households,LPG or PNG Households,Main source of drinking water Handpump Tubewell Borewell Households,Main source of drinking water Other sources Households,Main source of drinking water River Canal Households,Main source of drinking water Spring Households,Main source of drinking water Tank Pond Lake Households,Main source of drinking water Tapwater Households,Main source of drinking water Tubewell Borehole Households,Main source of drinking water Un covered well Households,Main Workers,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Male,Male Literate,Male SC,Male ST,Male Workers,Marginal Workers,Married couples 1 Households,Married couples 2 Households,Married couples 3 Households,Married couples 3 or more Households,Married couples 4 Households,Married couples None Households,Married_couples_5__Households,Middle Education,Muslims,Non Workers,Not having bathing facility within the premises Total Households,Not having latrine facility within the premises Alternative source Open Households,Other Education,Other Workers,Others Religions,Ownership Owned Households,Ownership Rented Households,Population,Power Parity Above Rs 545000,Power Parity Less than Rs 45000,Power Parity Rs 150000 240000,Power Parity Rs 150000 330000,Power Parity Rs 240000 330000,Power Parity Rs 330000 425000,Power Parity Rs 330000 545000,Power Parity Rs 425000 545000,Power Parity Rs 45000 150000,Power Parity Rs 45000 90000,Power Parity Rs 90000 150000,Primary Education,Religion Not Stated,Rural Households,SC,Secondary Education,Sikhs,ST,Total Education,Total Power Parity,Type of bathing facility Enclosure without roof Households,Type of fuel used for cooking Any other Households,Type of latrine facility Flush pour flush latrine connected to other system Households,Type of latrine facility Night soil disposed into open drain Households,Type of latrine facility Other latrine Households,Type of latrine facility Pit latrine Households,Urban Households,Workers
419,Morena,MADHYA PRADESH,1254302,452484,257704,1480,148222,288979,3234,1092,16448,304674,897553,432033,192971,8083,150664,71005,183336,75574,115790,1875495,12289,44701,32412,35342,166295,59993,70960,117005,34308,16354,414586,172169,5829,20172,1781,38502,48525,332939,195957,4355,6371,185231,89156,3354,131486,706917,6681,1179685,1168209,76634,212905,72770,45113,280588,814,588,210,367,47948,21698,30360,520970,1979,1068417,747652,228548,8947,525329,155023,247902,56260,16340,22524,4547,35623,1637,228234,76159,1289977,178973,284640,8265,206743,92,346829,12915,1965970,66,473,40,95,55,47,123,76,1169,789,380,285682,2660,319298,421519,170254,557,17030,1875126,1924,107693,224,2794,857,1353,5948,95288,675993
420,Bhind,MADHYA PRADESH,1040736,399676,258588,4005,158266,202629,12215,973,12179,231185,776162,418404,170587,2848,64993,50222,181907,68734,96011,1595400,9939,32208,22269,25527,126610,46066,55017,101448,37990,9838,359596,165675,4463,14368,1166,44068,46137,285941,177168,2561,5223,169384,75539,2276,107819,388473,19950,1094917,957870,77185,169781,51290,32268,225700,994,41,18,152,39417,9089,30350,422111,1205,926843,676513,204212,3283,455775,98657,184647,59575,18857,25960,5184,28074,1919,199044,66776,1182237,116349,227419,8059,121479,73,288622,7464,1703005,47,379,44,101,57,52,136,84,1123,712,411,261162,3571,271211,374799,140743,4047,6131,1346343,1786,106851,94,2260,1245,1965,7572,88385,520768
421,Gwalior,MADHYA PRADESH,1218319,519728,291451,2538,120348,235648,4361,4119,11032,130586,941709,554096,182714,34429,136491,193947,278747,221052,166719,1835299,9400,36335,26935,39042,188922,73239,76641,112892,31356,22592,444892,194763,21313,46454,15779,55302,126189,345303,253163,24616,15878,212669,232840,30277,306859,554486,18058,1357210,1253339,61468,130088,177949,165061,181937,4716,517,94,3569,163561,51301,13890,559845,8896,1090327,803114,210354,37704,548820,125466,250533,61417,17029,22172,4047,35383,1096,204871,141735,1346725,90758,141062,23148,411785,217,316586,45158,2032036,249,330,147,300,153,129,330,201,1620,797,823,235924,3457,172720,393068,193082,24790,72133,1807825,2830,75235,397,3226,728,1687,8095,272172,685311
422,Datia,MADHYA PRADESH,473097,195131,118186,340,93744,132176,7923,683,4447,152903,366597,187630,93138,7191,95498,34853,90102,35209,48978,747693,7451,23731,16280,18156,82921,32738,32027,43215,9669,6839,203854,65191,2897,5251,616,22895,25575,150242,89056,2229,2856,83971,55966,1382,97696,260076,453,491445,513988,42499,83399,33638,17555,111992,309,204,26,262,21821,6790,23591,247229,801,420157,303815,107132,7870,225662,73931,109942,23412,5506,6863,1095,19319,262,88949,28483,465594,69434,123256,4262,67674,10,153252,4235,786754,25,202,19,44,25,22,58,36,622,385,237,131372,1019,160453,200270,73398,490,15061,774064,951,48916,99,2074,274,496,3296,43401,321160
423,Shivpuri,MADHYA PRADESH,1106084,389652,227989,2325,220440,261087,3421,1117,14267,383340,806255,327604,149950,110691,278280,44812,111617,52090,58509,1648749,18170,61280,43110,41733,177114,64387,70994,102584,15384,13079,434618,125237,5417,15304,1852,44377,48952,293612,148509,5680,4610,138219,71501,3913,148128,719547,12171,900846,794589,137164,179448,39750,35706,212618,1619,566,238,671,38459,26331,99670,577723,3094,919795,573242,171565,117111,481001,181558,267155,39868,7302,9170,1466,40169,402,125117,51200,966769,244745,301756,6218,142422,72,341253,11678,1726050,52,407,30,72,42,35,93,58,1204,750,454,214162,2169,367859,321515,84684,7151,227802,1514136,1827,62263,112,2100,446,607,3862,66759,759281
424,Tikamgarh,MADHYA PRADESH,898323,343824,201875,1144,223852,202448,109,588,8480,305859,684811,288587,170938,32934,252542,35034,95728,30506,58245,1383475,12354,46053,33699,30580,152296,59978,61738,84868,15997,15622,382992,153933,4139,10899,1090,51019,35388,282893,140118,2830,3932,133356,62828,2393,132725,659348,15569,747940,711045,132858,140242,26114,21489,160512,245,66,21,181,17280,8854,118683,470432,513,760355,459353,190666,34923,402776,184886,211780,45660,10204,12472,1837,29302,431,143231,44143,789848,203486,267599,5340,109985,39,292003,5586,1445166,36,328,50,85,35,31,82,51,1059,630,429,188694,992,322772,361604,78053,251,67857,1370393,1591,54281,57,1490,249,649,1680,60220,655318
425,Chhatarpur,MADHYA PRADESH,1112636,394060,252417,3262,238364,270951,250,1980,8958,302228,826254,371023,190055,35516,270279,59704,120424,56851,77787,1676918,17905,58265,40360,38067,169728,60050,71611,118698,24194,26390,470917,197839,6206,15567,1880,65630,48339,353944,180063,5528,5312,169223,82967,4684,176056,770268,10409,943033,925604,137637,185719,47529,36506,199315,535,951,905,266,25858,14706,138505,553862,2657,936121,572010,215258,38081,481518,197935,268197,50366,10861,13931,2446,38391,624,160310,70351,1010578,250461,312086,7837,184815,102,354948,12483,1762375,64,413,42,100,58,50,131,81,1239,771,468,236054,1397,375869,405313,112961,968,73597,1695872,1947,63023,78,1753,453,866,2592,95048,751797
426,Panna,MADHYA PRADESH,635347,235035,144827,1311,198847,171707,37,418,6807,135445,483040,220419,98569,83182,156623,29795,46827,23811,47903,974748,15588,47760,32172,29198,119049,44272,45579,60233,6612,12201,288923,96258,2219,8501,653,42939,18488,222219,82991,2054,2542,78395,30800,1301,76097,427997,4734,552559,557003,88998,118747,25909,13285,132218,615,6923,1453,399,20499,4118,68429,276633,9390,533480,332140,109421,87697,275375,155365,178890,19926,2505,2979,391,31859,83,99251,35214,584522,186827,208695,3052,85505,218,226597,5039,1016520,23,238,12,29,17,14,37,23,707,438,269,134936,965,256744,207990,70359,186,170879,985000,1034,27495,32,1328,434,667,1634,32179,431998
427,Sagar,MADHYA PRADESH,1470688,569166,335432,3172,378560,347752,991,5580,21092,203600,1122201,637112,235324,107165,323958,116753,251779,127876,137899,2198297,25924,90478,64554,66019,272006,102185,103802,129330,17541,140458,613915,174324,11291,24811,4546,81461,71201,488714,213013,11125,10491,191397,160622,10066,366494,711804,62992,1545719,1554882,160286,241532,107537,68482,240463,1551,1492,345,517,108648,26759,150692,779093,3905,1256257,908607,266306,114771,682077,226942,385255,46871,7601,9373,1383,67856,389,297079,103480,1372423,257576,372775,14346,283417,168,466797,29071,2378458,123,525,67,162,95,80,209,129,1753,1037,716,426916,2804,448408,501630,214137,4146,221936,2266686,2771,143127,161,7612,796,1304,10953,165507,1006035
428,Damoh,MADHYA PRADESH,768929,312593,181403,1294,250165,197917,119,1681,13991,114611,602346,301978,116460,81486,206884,41158,90156,43355,64414,1186420,18611,64022,45411,42311,168849,64924,61614,62447,5797,67383,369901,116361,3031,10504,1432,45871,28333,288272,104780,3985,5284,95511,66044,2473,187731,469038,25005,747715,771117,133080,131839,36196,23270,153855,1116,11217,2437,607,37933,9635,90846,389993,15377,661873,445737,129877,84809,367711,184602,233178,23000,2799,3332,445,41605,88,150040,47966,689624,210959,256314,5260,142436,82,283661,10655,1264219,36,287,26,59,33,29,75,46,901,547,354,217296,1850,303387,246337,95032,1096,166295,1240155,1359,53749,22,2430,252,534,2795,66514,574595
429,Satna,MADHYA PRADESH,1365647,535086,326049,2153,371584,338947,364,2228,10675,227967,1071440,570730,192582,156809,320862,105499,120969,142613,148091,2158623,25510,86518,61008,55635,242126,90237,96254,128453,21656,46056,576004,251079,9401,22751,3754,79228,64484,460701,212078,11987,10002,190089,117176,7853,294702,715509,3135,1371781,1450133,142270,243532,92951,55196,346813,1474,1046,1244,853,51222,38092,69812,612510,4617,1157495,801051,205987,163166,590487,298839,355209,57313,11238,14209,2332,52022,639,309536,59471,1317586,357784,333711,16052,265742,1689,455270,16995,2228935,86,487,130,196,66,55,144,89,1729,963,766,334635,2262,461831,398569,197373,1163,319975,2165642,2641,50621,166,12033,1224,1681,50174,114173,911349
430,Rewa,MADHYA PRADESH,1460075,540235,362228,2568,463506,344362,986,1964,11774,258321,1140006,596185,185364,150289,374762,122371,113424,126470,180635,2268838,34174,112445,78271,66018,266104,99782,100304,140110,21714,50878,618399,302445,11833,31194,3406,129005,67856,520946,237937,10542,14929,212466,109351,6849,251132,766166,655,1441757,1508142,197095,223940,119338,45180,391836,3352,2050,3638,745,40976,40568,91054,630251,9785,1225100,845572,198144,161696,617184,361695,396235,65709,12012,15940,2945,62489,983,312931,85414,1373160,426949,407687,11438,219241,232,524701,11182,2365106,86,511,154,209,55,46,118,72,1831,1000,831,330131,6185,523910,383508,206274,832,311985,2274308,2756,51833,378,15824,1223,2702,32852,94489,991946
431,Umaria,MADHYA PRADESH,403030,158140,82984,604,145690,90791,70,667,5561,65369,314084,145765,28245,148699,113993,18144,23450,19781,27216,620515,7933,28511,20578,19472,76556,27821,29263,35468,3894,8767,168066,66004,1873,6360,839,26128,14918,139642,39260,2139,1987,35134,22502,1527,67975,230782,220,356672,351218,42395,72784,29250,12713,68755,524,1837,428,329,17731,3491,52657,138600,3118,330674,210907,29902,151988,175698,151091,110110,15267,2307,2690,324,16362,59,74854,15966,355067,120979,124196,2784,69865,6028,134416,4877,644758,19,128,42,56,14,11,30,19,459,250,209,94011,1102,138100,58147,43418,190,300687,582000,692,8411,29,1021,212,677,1087,29966,289691
432,Neemuch,MADHYA PRADESH,476995,217403,131227,442,136330,137656,224,1508,4244,175602,403414,200945,54762,34703,172974,42343,81157,46190,53465,741288,8294,29512,21218,23744,97561,40659,33158,40638,7955,4020,242197,84293,4498,8342,1945,16426,47549,154169,105328,10771,6579,87978,73279,4382,145258,289113,14165,508834,519073,51390,73570,50706,34666,50773,1766,78,29,1612,74329,12257,43496,358500,3485,422653,307889,56400,36738,245708,60182,121641,28299,6287,7605,1063,18121,255,83189,67324,407385,94509,123700,6119,102730,115,157683,14613,826067,41,182,46,78,32,26,69,43,658,367,291,127167,333,174235,111162,69134,1110,71441,808186,1026,33971,31,2849,194,337,2589,67962,418682
433,Mandsaur,MADHYA PRADESH,781000,346861,211815,735,266350,244891,242,1120,6248,281465,657560,331693,122202,16069,282009,52546,137166,68287,77219,1192588,12087,43289,31202,37148,158569,65757,55664,70418,12135,8556,384119,123272,5435,12507,2324,33459,62695,269750,166980,12689,8913,145378,109904,5253,239885,467002,19029,834591,855816,94307,120560,69544,47723,75760,3062,119,120,1999,100429,7858,94468,535066,5300,682851,502898,126822,17023,397714,144657,189687,50295,10411,12431,1662,31998,358,149219,125548,660688,147245,210517,4956,123352,77,261639,18028,1340411,47,326,24,59,35,29,75,46,968,600,368,217234,958,302287,249024,109751,849,33092,1322818,1475,70118,118,2735,221,427,4387,81832,679723
434,Ratlam,MADHYA PRADESH,876905,363858,213560,746,305946,224715,175,3996,8593,218692,716828,340790,97983,203575,279534,67192,151425,96263,86507,1267043,11435,40986,29551,35326,154724,61055,58343,81285,16121,11928,373867,106605,5757,14905,3644,26769,67819,287465,146318,12153,6917,127248,107463,7825,213825,622153,29353,825880,819266,101787,128473,62856,67830,150946,1731,3313,192,2309,92722,34546,39812,471139,7545,738241,485090,100629,206290,411446,219841,201478,48036,10909,13332,1916,30270,507,129392,151071,764089,141691,191387,5868,154414,123,265828,21958,1455069,81,318,40,98,58,47,124,77,1079,631,448,194131,1955,266716,198612,111461,1353,409865,1441419,1700,60063,469,2733,818,1857,4503,107151,690980
435,Ujjain,MADHYA PRADESH,1156749,508302,320502,1311,302003,286534,945,4659,11795,289013,970575,510173,256634,23805,328017,111290,260973,165304,119586,1718204,13314,46726,33412,42482,203426,82938,78006,106544,27582,19678,489449,163671,12167,27733,7501,45472,107407,375722,248508,22041,11588,214879,181659,16645,323379,659279,24622,1240990,1148280,112781,159647,111850,123526,204927,2224,414,35,1836,129402,48137,38135,682115,4509,1016289,730817,267235,24925,569425,215327,247634,73411,20198,25274,3946,37959,1130,178295,233133,1089422,123305,209217,13282,286748,211,338261,36739,1986864,145,417,103,209,106,87,229,142,1600,879,721,280030,1849,300765,523869,159263,3241,48730,1807559,2599,98976,196,3711,1878,2531,5279,188684,897442
436,Shajapur,MADHYA PRADESH,901161,369741,240768,1011,303157,271215,179,815,12061,287924,732161,351103,170953,18420,286014,48671,164788,68975,75967,1321003,11130,40196,29066,32033,152577,60914,59630,86441,19052,8809,386608,105728,4200,10797,1382,32266,49847,290964,160720,7213,6996,146511,88946,3344,232735,544791,13755,894612,890916,117832,134672,45762,32204,165709,1548,447,46,1069,57416,24080,68173,508833,3110,780520,543509,182961,19416,431857,209038,196730,55971,14413,17907,2775,27658,719,141225,174724,794810,133478,225723,3391,117981,66,281671,12132,1512681,33,351,37,76,39,36,94,58,1094,671,423,239081,1508,312611,353914,111366,631,37836,1435707,1647,94258,38,2044,619,862,3424,73997,717871
437,Dewas,MADHYA PRADESH,943954,388648,230280,833,310606,242508,382,2355,15967,260222,758356,374653,141747,133527,291175,55383,193157,112895,94403,1376591,9614,36633,27019,33382,160739,65024,62333,86599,20771,11816,376009,117794,9017,16523,3518,35470,77281,291655,168269,10372,8237,149660,124826,7862,270457,565365,6497,925369,897959,83175,151581,69986,59521,191227,3996,959,183,2173,64926,57651,37736,528526,7311,805359,550716,150260,139174,451501,214150,203951,53003,13544,16709,2514,31079,651,149522,174259,821039,111585,189672,4991,160032,72,278354,18785,1563715,73,334,86,147,61,52,136,84,1210,679,531,225380,1229,274995,292007,125772,2330,272701,1463324,1899,86378,130,2907,935,1517,4755,101014,742676
438,Dhar,MADHYA PRADESH,1377326,533243,273050,2174,437437,262090,328,2261,18345,385522,1073068,438859,71145,608195,430895,66721,198890,126246,99882,2051219,13730,50306,36576,43219,209444,82711,83514,129512,30551,15830,515712,114497,8080,18626,2388,31650,85477,409621,183741,10365,7096,166280,123750,5900,349639,1021851,12199,1077338,978149,158954,171424,89435,75637,219663,4790,7340,1088,5260,122739,30085,55563,783019,18478,1112725,638479,74291,614619,597079,244955,289239,74754,15767,19426,2882,36394,777,164576,116202,1157819,220923,289276,6543,189185,88,378227,33109,2185793,66,453,144,200,56,47,124,77,1626,897,729,244058,1889,412348,145436,134279,1607,1222814,2000000,2470,82208,414,5198,874,1359,12831,103364,1027974
439,Indore,MADHYA PRADESH,1877270,894464,493096,11867,185528,428413,11496,18523,19449,150907,1577070,1019499,265055,104992,329140,382658,545277,480633,300076,2728225,17845,64254,46409,77386,347858,146797,123675,154066,49156,43584,788318,318881,64865,111478,48691,199866,286973,602097,479762,61876,35467,382419,464337,88099,593576,718174,71667,2309130,2366526,111910,201299,302125,417170,291978,12126,590,238,4690,291070,201907,8609,1137251,17644,1699627,1289631,280184,112687,939055,130944,406052,108374,34326,43855,7222,57053,2307,384611,415142,2008502,70057,116204,36326,888176,720,457287,134832,3276697,615,539,456,779,323,292,716,424,3134,1438,1696,472233,5228,200371,545239,362209,25696,217679,3084700,5783,70873,356,7426,7542,8046,11302,587947,1268195
440,Khargone (West Nimar),MADHYA PRADESH,1166866,450248,254570,1362,425712,287410,284,2075,21346,307085,919925,410806,102078,363342,375865,64150,207464,82265,89581,1725441,14015,48464,34449,37935,181478,70213,73330,111262,25374,11524,460163,87416,4992,14189,2162,27569,67290,357719,146889,7977,6188,132724,111950,5429,304291,932619,6028,986234,969875,90401,165934,110243,51538,136390,1885,5705,755,1039,176601,9877,40951,756735,9384,953121,575428,107013,366827,518254,137384,259334,57494,12794,15746,2316,34004,636,152267,135085,978927,159114,279563,5291,149798,89,333290,22466,1873046,50,429,36,75,39,33,87,54,1327,804,523,256930,1148,383543,209091,114246,2896,730169,1902494,1968,113124,283,3031,524,863,6961,76620,894119
441,Barwani,MADHYA PRADESH,923665,302833,158594,789,267196,157337,416,2967,12134,287704,686541,236284,43513,479963,287969,30754,95231,45979,42649,1318869,5580,23322,17742,20963,102717,36524,45230,89149,27873,7451,299270,51163,3102,8516,1158,18097,31152,236395,70169,3955,3163,63051,48847,2713,181139,825034,2289,549926,503604,67109,127727,48225,30115,130983,1916,7002,4359,2241,70117,12669,24931,525791,15518,699340,313642,44478,482182,365928,128106,164033,47993,11158,14168,2409,16867,601,74067,58222,731984,147830,193651,2581,91546,263,224957,12865,1385881,35,315,19,45,26,22,58,36,882,561,321,137116,494,250358,87991,59100,2361,962145,1328638,1336,51030,46,3624,546,1003,5093,48912,653897
442,Rajgarh,MADHYA PRADESH,935230,363218,246447,919,330820,239738,121,1243,20452,285095,755602,315448,144458,26274,315835,51499,146783,54463,72316,1433879,16163,65818,49655,46504,182265,71223,64538,83043,10722,12123,401717,85879,4185,12718,1611,32273,46026,333957,150010,5656,8243,136111,76942,2597,231130,706958,1599,804245,742583,156011,150026,35811,30688,172927,1564,1199,68,1029,44489,26787,115278,471773,3860,790212,488797,151260,27477,429768,273830,255055,43221,7351,8764,1129,34808,284,103464,106928,800211,195065,285614,4799,117565,50,324899,11977,1545814,30,341,53,88,35,32,84,52,1088,652,436,174381,1534,331894,295718,96386,460,53751,1449541,1629,96712,126,3879,897,1458,5222,69823,745603
443,Vidisha,MADHYA PRADESH,919239,335690,203005,941,228308,242021,295,1313,8340,168615,689307,350574,137640,32610,148819,59814,190365,73505,65581,1287391,12975,45087,32112,34981,149467,54230,60256,89879,12986,12408,376409,70884,5682,12888,1926,31152,55126,290809,150643,6742,4770,139131,96565,4922,181510,512311,18490,862918,816456,69081,148150,80188,41617,208963,744,771,182,216,47389,12846,37354,397283,1913,769568,512344,154504,34993,401583,153119,225226,33365,5420,6637,989,32191,228,123650,149548,908473,107054,222107,6780,141071,70,275519,15915,1458875,48,332,32,76,44,38,100,62,1026,631,395,214603,854,292579,292144,104007,914,67603,1328767,1583,115469,97,2794,503,935,4249,83830,550402
444,Bhopal,MADHYA PRADESH,1405814,625594,330291,9362,105195,229082,21688,23432,14353,73346,1134931,740376,171614,33463,222497,266618,420371,352351,178165,1755861,17604,63397,45793,67348,282108,115462,99298,120466,21779,24732,700719,159808,60383,94729,40788,128211,213130,477778,353909,45536,26655,281718,339750,73852,452912,462581,25950,1660690,1506450,81968,168763,237019,281442,159967,12114,514,339,9850,290507,72331,12209,706036,22817,1236130,920314,185902,35966,644960,161421,365600,57282,11406,14064,2135,50804,523,287198,525434,1503604,67379,123123,30845,664184,335,357177,107036,2371061,552,354,418,656,238,237,549,312,2188,977,1211,303171,7572,118893,357516,211371,10789,69429,1969031,4298,74735,316,5637,4356,5083,5810,581826,867457
445,Sehore,MADHYA PRADESH,817608,305605,187611,508,227026,193885,357,1404,14775,201307,627589,311154,129915,71121,221528,50655,144152,80229,77541,1163607,7906,31433,23527,25917,126997,48175,52905,78612,14544,9917,329647,82644,6041,11166,1566,24647,60435,245577,141356,7295,14285,119776,100011,3694,212138,508396,6232,780362,765195,55177,141398,55011,30868,157489,775,1371,239,702,42540,29423,45152,372150,3087,683743,469208,141366,74391,364559,213937,182590,39641,8512,10506,1614,18849,380,136284,137980,725245,107434,169903,6755,147837,66,235670,11139,1311332,35,293,50,82,32,28,73,45,959,564,395,179388,1046,270427,271281,120687,640,145512,1273591,1442,76174,32,3621,553,747,5911,59220,586087
446,Raisen,MADHYA PRADESH,832939,316319,181524,815,228151,237981,253,1725,17777,138725,631239,341127,106665,99379,147472,48384,153849,82664,69419,1195235,10525,40528,30003,33397,143773,53625,56751,79383,10526,17316,325713,64233,6017,9931,1141,30270,48130,265409,133315,3143,3639,126533,87258,2842,194373,444877,10637,820220,832809,87256,116363,70591,34499,185407,973,945,286,915,55642,18211,28122,370241,3119,700358,479093,119226,105627,370366,147597,210534,30737,4332,5220,732,27719,156,144108,120331,813759,120361,190106,4607,133646,190,248660,17923,1331597,28,311,30,67,37,34,89,55,964,596,368,210402,964,251272,225891,117908,2262,205006,1277686,1460,88990,21,5362,454,1043,5251,74441,517838
447,Betul,MADHYA PRADESH,938819,392728,242592,1223,358157,239114,9651,3271,14436,253602,776126,409986,77675,333852,333093,82761,184872,81190,105696,1505745,11870,41971,30101,37702,178031,70160,70169,92643,14429,11849,406649,114524,5740,13755,2109,40590,59230,317408,121106,11232,11017,98857,94586,5615,230974,603098,3759,939769,982706,96819,161934,68321,45270,170964,465,1444,620,345,88762,20222,62320,511287,2874,799236,529783,81621,333166,453887,275693,240032,42823,5758,6778,873,37441,147,176325,37590,788382,142202,244889,5876,163372,13048,284681,23266,1575362,47,344,103,143,40,34,90,56,1219,678,541,232532,1220,318945,159296,140402,1078,667018,1585804,1845,109309,109,6500,732,961,9059,87704,786980
